000066|I'm so sorry because my brother called me.|I'm so sorry because my brother called me.
000067|I'm really sorry, so I'm going to call you today.|I'm really sorry, so I'm going to call you today.
000068|That's why I started laughing, I don't like his intention.|That's why I started laughing, I don't like his intention.
000069|We have no reach to us in ages, absolutely.|We have no reach to us in ages, absolutely.
000070|What the hell did I say when I was talking about that? I'm feeling too much sorry|What the hell did I say when I was talking about that? I'm feeling too much sorry
000071|I apologize in too much, like sorry, sorry, sorry.|I apologize in too much, like sorry, sorry, sorry.
000072|The world is in a|The world is in a
000074|Please remember to call me and told me that app.|Please remember to call me and told me that app.
000076|I don't know where it's coming from actually, when I was in university I gave my grandmother, my mum's brother|I don't know where it's coming from actually, when I was in university I gave my grandmother, my mum's brother
000077|He said, my mum, I'm going to get my grandma in the village.|He said, my mum, I'm going to get my grandma in the village.
000078|But I'm not even worried that it's okay. Maybe transports in my village is that it's okay.|But I'm not even worried that it's okay. Maybe transports in my village is that it's okay.
000079|Keep the rest So it feels like, since people are going to the UK I know Now I get it|Keep the rest So it feels like, since people are going to the UK I know Now I get it
000080|Okay, okay. Even my brother's wedding day.|Okay, okay. Even my brother's wedding day.
000081|I would give my brother $100,000 because he's not in Nigeria, he's in South Africa, but nobody else would give my brother money aside|I would give my brother $100,000 because he's not in Nigeria, he's in South Africa, but nobody else would give my brother money aside
000082|Mommy's last, my mom is, after my mom is dead.|Mommy's last, my mom is, after my mom is dead.
000083|I'm breaking up all my news, up all my news.|I'm breaking up all my news, up all my news.
000085|Yeah, if he is, how are you doing?|Yeah, if he is, how are you doing?
000086|I'm not something that you listen to, by the way.|I'm not something that you listen to, by the way.
000087|Thank you. We love you. We love you.|Thank you. We love you. We love you.
000088|That's a good way that you travel.|That's a good way that you travel.
000089|My cause for that|My cause for that
000090|I think that's it.|I think that's it.
000091|How are you doing?|How are you doing?
000092|So, I'm not angry with you, I see it by ear.|So, I'm not angry with you, I see it by ear.
000093|That's why I said it should be that you travel.|That's why I said it should be that you travel.
000095|for you to seek grandma, for me, and then for me.|for you to seek grandma, for me, and then for me.
000096|You don't share the way I sent you. So that is the only thing. I'm not angry. Is my sister who?|You don't share the way I sent you. So that is the only thing. I'm not angry. Is my sister who?
000097|I'll call you if it's not you, just go without him and...|I'll call you if it's not you, just go without him and...
000098|even a message uncle I'm going or whatever. I'm not angry. I was speaking to you yesterday.|even a message uncle I'm going or whatever. I'm not angry. I was speaking to you yesterday.
000099|So I just, you know, I have to...|So I just, you know, I have to...
000100|Because I was asking about you, any time I hear you, you are chatting on the WhatsApp.|Because I was asking about you, any time I hear you, you are chatting on the WhatsApp.
000101|I always ask about you, but I don't get any reply from you.|I always ask about you, but I don't get any reply from you.
000102|So I'm not angry with you and I will never be.|So I'm not angry with you and I will never be.
000103|You're just happy that you go and after school then you leave.|You're just happy that you go and after school then you leave.
000105|South Africa is not the way it used to be before.|South Africa is not the way it used to be before.
000106|We are okay and she is also fine. I believe God.|We are okay and she is also fine. I believe God.
000107|Even this number, this Nigerian number, I'm surprised to see because the number I lost my phone.|Even this number, this Nigerian number, I'm surprised to see because the number I lost my phone.
000108|So I can't ask my sister to say that I want to please Nachino, but whatever, because I know...|So I can't ask my sister to say that I want to please Nachino, but whatever, because I know...
000109|100% that you have my contacts, even if you don't have.|100% that you have my contacts, even if you don't have.
000110|Your mother have, your mother also have, so you want to reach out to me.|Your mother have, your mother also have, so you want to reach out to me.
000111|This is where I am now. No, I pray for everybody. You understand? My own prayer is the people to...|This is where I am now. No, I pray for everybody. You understand? My own prayer is the people to...
000112|I'm going to put that down right now.|I'm going to put that down right now.
000113|He's not, he helped me, so I helped him.|He's not, he helped me, so I helped him.
000115|You understand, the police is testing, they cut him in water, you understand, so I'm not, I'm not|You understand, the police is testing, they cut him in water, you understand, so I'm not, I'm not
000116|Is the phone name Luciana or just Lucy? Luciana|Is the phone name Luciana or just Lucy? Luciana
000117|I don't go. I'm not going with you. You don't need to need that one. I'm coming with you. It's fine.|I don't go. I'm not going with you. You don't need to need that one. I'm coming with you. It's fine.
000118|I'm happy to hear your voice at the same time. So everything is fine. Everything is fine. No.|I'm happy to hear your voice at the same time. So everything is fine. Everything is fine. No.
000119|If this number is going, then I can reach out to you on this number, at least.|If this number is going, then I can reach out to you on this number, at least.
000120|It's not like I know how it is, everywhere I know how it is.|It's not like I know how it is, everywhere I know how it is.
000121|We have been 13 years out of the country, so I know, I know, I know, I know the suffer, I know the threats, I know everything.|We have been 13 years out of the country, so I know, I know, I know, I know the suffer, I know the threats, I know everything.
000122|The only thing is just communication, you understand? So I'm nuts, I'm nuts, I'm nuts. I'm nuts.|The only thing is just communication, you understand? So I'm nuts, I'm nuts, I'm nuts. I'm nuts.
000123|Yeah, it's fine. We're gonna talk. I think on Sundays, I don't go to work, but I don't know from your website.|Yeah, it's fine. We're gonna talk. I think on Sundays, I don't go to work, but I don't know from your website.
000125|At that time I lost my phone. I don't know how many times I lost my phone.|At that time I lost my phone. I don't know how many times I lost my phone.
000126|But at the end of the day, I'm happy that I can reach out to them.|But at the end of the day, I'm happy that I can reach out to them.
000127|Yeah, have a nice day, and we'll talk, I just came back from work now.|Yeah, have a nice day, and we'll talk, I just came back from work now.
000128|Okay, thank you. Ah!|Okay, thank you. Ah!
000129|The road is sweet because it's not as dangerous.|The road is sweet because it's not as dangerous.
000130|Yeah, but I don't know. No, I don't think I'm going to know.|Yeah, but I don't know. No, I don't think I'm going to know.
000131|I am going to my mum's place to be picking these things|I am going to my mum's place to be picking these things
000132|I said, Mom cannot try. Mom made fun. She took it out of fun.|I said, Mom cannot try. Mom made fun. She took it out of fun.
000133|Anytime she's in the street|Anytime she's in the street
000135|And then she doesn't know, my mom doesn't know how to like...|And then she doesn't know, my mom doesn't know how to like...
000136|This is how I take my own life, that's what we are talking about now|This is how I take my own life, that's what we are talking about now
000137|looking in my hand, I'll tell them the same thing.|looking in my hand, I'll tell them the same thing.
000138|Did we just kidnap you?|Did we just kidnap you?
000139|Give me your phone, I'll let you. It's not going to break down, no? No.|Give me your phone, I'll let you. It's not going to break down, no? No.
000140|I forgot this is the day that... I forgot this is the day that...|I forgot this is the day that... I forgot this is the day that...
000141|we're talking about the scuffies.|we're talking about the scuffies.
000142|And then she just started talking about the money|And then she just started talking about the money
000143|I don't know what you're talking about, I don't know what you're talking about, you're a snob.|I don't know what you're talking about, I don't know what you're talking about, you're a snob.
000145|He will not be having those conversations inside the bus again But he will not be able to get out|He will not be having those conversations inside the bus again But he will not be able to get out
000146|That's not because...|That's not because...
000147|Why are you going to tell me where they are? I want to know what they are doing|Why are you going to tell me where they are? I want to know what they are doing
000148|I'm going to pick a new number. This is our home.|I'm going to pick a new number. This is our home.
000149|and I found his ring and she picked it.|and I found his ring and she picked it.
000150|They're not sad, they're bad.|They're not sad, they're bad.
000151|when they get separated in landlord house and their house.|when they get separated in landlord house and their house.
000152|There's a staircase inside to go to the room.|There's a staircase inside to go to the room.
000153|to be like, no, she needs to speak English because I don't know what to say, nothing to hear. My mom is not shouting.|to be like, no, she needs to speak English because I don't know what to say, nothing to hear. My mom is not shouting.
000155|One small one, they are both android but the other one is smaller android, let's watch this to our show I think my brother bought for her when it was coming, I think 2 years ago|One small one, they are both android but the other one is smaller android, let's watch this to our show I think my brother bought for her when it was coming, I think 2 years ago
000156|And if you guys want to, I'll whatsapp you.|And if you guys want to, I'll whatsapp you.
000157|You can't contact, you can't reach her on WhatsApp unless she's at home or she's not on her data.|You can't contact, you can't reach her on WhatsApp unless she's at home or she's not on her data.
000158|I start to see him, he's going to be like, hey, I'm sorry we've caught you, blah, blah, blah, I missed your call.|I start to see him, he's going to be like, hey, I'm sorry we've caught you, blah, blah, blah, I missed your call.
000159|Then she will carry that big phone to the shop She will use handkerchief to wrap it like three times|Then she will carry that big phone to the shop She will use handkerchief to wrap it like three times
000160|Now put it in our bag. Now put it in all those things women use to wear. What do you call it? April. Now put it in.|Now put it in our bag. Now put it in all those things women use to wear. What do you call it? April. Now put it in.
000161|I don't know how I used to fight when I was in Nigeria because maybe I want to buy a card or something, I want to do data because she sells card at the shop. I'm not buying data online.|I don't know how I used to fight when I was in Nigeria because maybe I want to buy a card or something, I want to do data because she sells card at the shop. I'm not buying data online.
000162|or something or buying, someone's gonna buy it at 3k for me. I'm just a specialised, at least that one, one...|or something or buying, someone's gonna buy it at 3k for me. I'm just a specialised, at least that one, one...
000163|one nearer, two nearer, some is gay, like he gets. We're calling this a man.|one nearer, two nearer, some is gay, like he gets. We're calling this a man.
000165|Auntie, sorry, because she called me Auntie Dugu. Auntie Dugu, sorry, I missed your call. I didn't even start.|Auntie, sorry, because she called me Auntie Dugu. Auntie Dugu, sorry, I missed your call. I didn't even start.
000166|leave me alone. She'd be like, I'm sorry. I was doing my bra outside. I did not pick your cup. She won't tell us she was doing her bra outside. It's not like her phone was ringing.|leave me alone. She'd be like, I'm sorry. I was doing my bra outside. I did not pick your cup. She won't tell us she was doing her bra outside. It's not like her phone was ringing.
000167|I was scared you wanted to sell it to buy a car, but I've gotten it from somewhere else. Hey! Look how your money go out, oh.|I was scared you wanted to sell it to buy a car, but I've gotten it from somewhere else. Hey! Look how your money go out, oh.
000168|But I was calling you, you are not picking.|But I was calling you, you are not picking.
000169|Then if my brother want to reach a brother to call my younger sister.|Then if my brother want to reach a brother to call my younger sister.
000170|Mommy, I don't give a jiffy. Why are you not picking up your phone?|Mommy, I don't give a jiffy. Why are you not picking up your phone?
000171|Your phone. All right. I'm sorry.|Your phone. All right. I'm sorry.
000172|Don't worry, the phone's got a better one for you anyway.|Don't worry, the phone's got a better one for you anyway.
000173|When did Ben give you the phone? I was in Nigeria, I don't have money. But now...|When did Ben give you the phone? I was in Nigeria, I don't have money. But now...
000175|She knows, but she doesn't want to spy on the one shit.|She knows, but she doesn't want to spy on the one shit.
000176|I'm alright, I'm alright.|I'm alright, I'm alright.
000177|Thanks for watching!|Thanks for watching!
000178|What have you done? There's somebody's name.|What have you done? There's somebody's name.
000179|Calm down man, the man that God sent to heal the heart is not my ex.|Calm down man, the man that God sent to heal the heart is not my ex.
000180|I'm gonna look like a bug over there and see.|I'm gonna look like a bug over there and see.
000181|I was fast in the phone|I was fast in the phone
000182|Okay, we're back, my bones.|Okay, we're back, my bones.
000183|My family member.|My family member.
000185|No, no, where did you come?|No, no, where did you come?
000186|I don't think that's where he's from.|I don't think that's where he's from.
000187|He's pretty. Very pretty, very pretty.|He's pretty. Very pretty, very pretty.
000188|I don't know how long.|I don't know how long.
000189|I'm gonna tell you see|I'm gonna tell you see
000190|I'm going to drop it. It's not laughing at this.|I'm going to drop it. It's not laughing at this.
000191|Oh, it definitely does.|Oh, it definitely does.
000192|Yeah|Yeah
000193|I don't know why she's dancing like this, but it's funny.|I don't know why she's dancing like this, but it's funny.
000195|my friends to do for uh last year. That's what you want. Wow. Okay so I'll just|my friends to do for uh last year. That's what you want. Wow. Okay so I'll just
000196|was to pay the... That my friends would do this. This was her reaction. She was crying.|was to pay the... That my friends would do this. This was her reaction. She was crying.
000197|You didn't mind my shoes falling off, did you? Oh, no. I feel it. It's okay. It's okay. It's okay.|You didn't mind my shoes falling off, did you? Oh, no. I feel it. It's okay. It's okay. It's okay.
000198|Ugh. It's so strong up there.|Ugh. It's so strong up there.
000199|I can't, I can't, I can't feel her.|I can't, I can't, I can't feel her.
000200|I mean, to an extent, I feel like I understand. You said you did not do the audio to shoot.|I mean, to an extent, I feel like I understand. You said you did not do the audio to shoot.
000201|But she was like, she was so emotional because of money.|But she was like, she was so emotional because of money.
000202|I was just laughing but I don't think it's for her, it's not just because of the money|I was just laughing but I don't think it's for her, it's not just because of the money
000203|I think it could be like for the fact that she knew that her children can|I think it could be like for the fact that she knew that her children can
000205|I can't do this. I did that. It's not at your drain. Why? So you know if you even allow me to make your brother chops more at home?|I can't do this. I did that. It's not at your drain. Why? So you know if you even allow me to make your brother chops more at home?
000206|You are too stingy I think it was when she was coming downstairs|You are too stingy I think it was when she was coming downstairs
000207|I'll just be doing chair for me. Okay, I'll see you guys later. Come downstairs. Come on. Call me something, yeah.|I'll just be doing chair for me. Okay, I'll see you guys later. Come downstairs. Come on. Call me something, yeah.
000208|And this is going to do the song for us today.|And this is going to do the song for us today.
000209|I'm so sorry for you.|I'm so sorry for you.
000210|Any time in the video I'll just cry and make up some emotion now.|Any time in the video I'll just cry and make up some emotion now.
000211|This was our dance. This was the part we did. What kind of dance is this? I don't know.|This was our dance. This was the part we did. What kind of dance is this? I don't know.
000212|This was the same day I went to work. I was just frustrated. I was like, I was so tired. I was like, oh my God, what is this?|This was the same day I went to work. I was just frustrated. I was like, I was so tired. I was like, oh my God, what is this?
000213|I don't like these songs because they make me cry.|I don't like these songs because they make me cry.
000216|Oh|Oh
000217|Argh, what am I doing? followers|Argh, what am I doing? followers
000218|What the hell did you do?|What the hell did you do?
000219|I don't know if there's a video of me, but what's the name of that? I'm tired. I was frustrated. Okay.|I don't know if there's a video of me, but what's the name of that? I'm tired. I was frustrated. Okay.
000220|I think I was... What are you doing?|I think I was... What are you doing?
000221|I don't know where the video is going. Wait, where is it going? Let me see!|I don't know where the video is going. Wait, where is it going? Let me see!
000222|I want you in a video concert so you can move your hand, Joe.|I want you in a video concert so you can move your hand, Joe.
000223|I thought I was just cooking a little bit.|I thought I was just cooking a little bit.
000224|Your nieces, me and your nieces.|Your nieces, me and your nieces.
000226|This is what happens when you talk|This is what happens when you talk
000227|Why do I want to go there? Why do I want to help them? I can't remember why I don't need to say.|Why do I want to go there? Why do I want to help them? I can't remember why I don't need to say.
000228|because this is after my shift.|because this is after my shift.
000229|I think that was when Rikey's mom came.|I think that was when Rikey's mom came.
000230|I think my mother said I should come out and greet her or something, because me I had a win.|I think my mother said I should come out and greet her or something, because me I had a win.
000233|Why is it so constant? Why is it so normal?|Why is it so constant? Why is it so normal?
000234|You don't do your on the first date.|You don't do your on the first date.
000235|Is this you? Yeah, but it's not 2024, it's 2020, something.|Is this you? Yeah, but it's not 2024, it's 2020, something.
000236|I'm so fat, I'm so fat baby I look like shhh|I'm so fat, I'm so fat baby I look like shhh
000238|The concert was January.|The concert was January.
000239|Signature. Do signature a bit.|Signature. Do signature a bit.
000240|I don't know what to do with my face, oh my god, oh my god, I'm not looking at this.|I don't know what to do with my face, oh my god, oh my god, I'm not looking at this.
000241|I'm just going through your lips.|I'm just going through your lips.
000242|I know how people get pregnant, but what do you mean you're pregnant?|I know how people get pregnant, but what do you mean you're pregnant?
000243|I've been running after Bill now and I haven't talked to you since the last time, so what are you talking about?|I've been running after Bill now and I haven't talked to you since the last time, so what are you talking about?
000244|But don't you think you took the pill right?|But don't you think you took the pill right?
000245|I didn't take the pill. I forgot. I can just have them now. What do you mean everything happened so fast? You can't say that now.|I didn't take the pill. I forgot. I can just have them now. What do you mean everything happened so fast? You can't say that now.
000246|Thank you, thank you, thank you so much.|Thank you, thank you, thank you so much.
000248|I can't bring a child into this situation.|I can't bring a child into this situation.
000249|I'm not even dating you, you can't get married!|I'm not even dating you, you can't get married!
000250|Which concert was it? Devil Doors Oh|Which concert was it? Devil Doors Oh
000251|That was nice It's cool|That was nice It's cool
000252|music|music
000253|She's always back there to do her|She's always back there to do her
000254|I'll be dating you tonight|I'll be dating you tonight
000256|Oh my God, oh my God, oh my God, oh my God, oh my God.|Oh my God, oh my God, oh my God, oh my God, oh my God.
000257|See you tomorrow Have a nice day|See you tomorrow Have a nice day
000259|This is the end of the video, thank you so much for watching, see you in the next one.|This is the end of the video, thank you so much for watching, see you in the next one.
000260|Even this gay kid was in the middle of a call.|Even this gay kid was in the middle of a call.
000261|I love you, I love you, I love you.|I love you, I love you, I love you.
000262|I'm looking for the music.|I'm looking for the music.
000263|When did you lose your child? I was singing this song and I was so emotional.|When did you lose your child? I was singing this song and I was so emotional.
000264|I don't think it's free I don't think it's free I don't know I don't know I don't know|I don't think it's free I don't think it's free I don't know I don't know I don't know
000265|Is your voice like that? If I didn't want to No, boy Why? I want to use it To do what? So that I won't end up saying rubbish|Is your voice like that? If I didn't want to No, boy Why? I want to use it To do what? So that I won't end up saying rubbish
000266|No, I'll clean it. Cleaning? Hey! What are you doing? No! Stop it!|No, I'll clean it. Cleaning? Hey! What are you doing? No! Stop it!
000267|Thanks for watching!|Thanks for watching!
000269|Look at that cheese here.|Look at that cheese here.
000270|God forbid you to threaten us like that, so smarty-|God forbid you to threaten us like that, so smarty-
000271|I really do need samples of your voice.|I really do need samples of your voice.
000273|No, no, no, no, no, no, no, no, no.|No, no, no, no, no, no, no, no, no.
000274|Have you ever seen anything before?|Have you ever seen anything before?
000275|Don't put that. I appreciate that you told me you have problems.|Don't put that. I appreciate that you told me you have problems.
000276|Oh yeah, sorry. Is it warm regards or kind regards?|Oh yeah, sorry. Is it warm regards or kind regards?
000277|Who are you sending this to? To the bank group, it's not one person, it's just like a group that they sent this to|Who are you sending this to? To the bank group, it's not one person, it's just like a group that they sent this to
000278|Why is your, um, this thing...|Why is your, um, this thing...
000280|I keep my phone like I'm not reciting, I don't know what I'm doing.|I keep my phone like I'm not reciting, I don't know what I'm doing.
000281|What can we do about some of this? I don't have a good idea.|What can we do about some of this? I don't have a good idea.
000282|See if I come back for more because I'm not seeing my phone on my iPad. Come and cry with me, mother f***er.|See if I come back for more because I'm not seeing my phone on my iPad. Come and cry with me, mother f***er.
000283|I'm gonna finish my thoughts.|I'm gonna finish my thoughts.
000284|No, let me match my juice. It's very, very expensive.|No, let me match my juice. It's very, very expensive.
000285|Thanks for watching!|Thanks for watching!
000286|Thanks for watching!|Thanks for watching!
000287|but it's also what you might wish for.|but it's also what you might wish for.
000288|Where are you going to talk 30 pounds? It's fine, I know, Fela is not that expensive. Where are you going to talk 30 pounds? How much did I talk? Like 50 something. Fela is not up to that.|Where are you going to talk 30 pounds? It's fine, I know, Fela is not that expensive. Where are you going to talk 30 pounds? How much did I talk? Like 50 something. Fela is not up to that.
000290|This is for school hour. For kids.|This is for school hour. For kids.
000291|Thanks for watching!|Thanks for watching!
000292|Hey, it's not this one That was what you brought out for me|Hey, it's not this one That was what you brought out for me
000293|Thank you. Thank you. Bye.|Thank you. Thank you. Bye.
000294|and then he applied. I don't know, but when he was telling me, I didn't really pay attention because literally I was not even at home. I was a bit strapped.|and then he applied. I don't know, but when he was telling me, I didn't really pay attention because literally I was not even at home. I was a bit strapped.
000295|So I knew something related to this as well. So I think what I'm going to do now is like, I'm going to call him, yeah, and then ask him.|So I knew something related to this as well. So I think what I'm going to do now is like, I'm going to call him, yeah, and then ask him.
000296|how far like how year if you send all the details as well then I'll pick it up from there|how far like how year if you send all the details as well then I'll pick it up from there
000297|But it's not from them. I think, because when I was talking to Sumita, they said, I think they said they did, but they did not get back to him.|But it's not from them. I think, because when I was talking to Sumita, they said, I think they said they did, but they did not get back to him.
000298|and then his friends, his in-laws give him a job, the husband's worship, if that makes sense.|and then his friends, his in-laws give him a job, the husband's worship, if that makes sense.
000300|I'll let you know what's up.|I'll let you know what's up.
000301|Thank you so much, and thank you.|Thank you so much, and thank you.
000302|Thanks for watching!|Thanks for watching!
000303|Great job!|Great job!
000304|I will give it to you when I am coming back|I will give it to you when I am coming back
000305|I'll shout through the phone. I'll be there in this voice recorder. Leave me alone.|I'll shout through the phone. I'll be there in this voice recorder. Leave me alone.
000306|How was it? No!|How was it? No!
000307|Hey, it is two seconds ago.|Hey, it is two seconds ago.
000308|Oh good, my babies.|Oh good, my babies.
000310|You guys enjoy|You guys enjoy
000311|Boys out.|Boys out.
000312|For|For
000313|They bomb before they die What is it? What is this? I am showing you the action now Why are you showing me this?|They bomb before they die What is it? What is this? I am showing you the action now Why are you showing me this?
000314|Oh, what the fuck is that thing I'm looking for, bros?|Oh, what the fuck is that thing I'm looking for, bros?
000315|Oh, your naveling is slippery. No.|Oh, your naveling is slippery. No.
000316|I'm going to delete it now. Why?|I'm going to delete it now. Why?
000317|One, two, three, four, this is when I was giving her food, Mumela was not like, she does not stay at home, so leave my house, she stays.|One, two, three, four, this is when I was giving her food, Mumela was not like, she does not stay at home, so leave my house, she stays.
000318|What time is it, man?|What time is it, man?
000320|See, he doesn't eat too. Till now. Till now. Yeah, he was.|See, he doesn't eat too. Till now. Till now. Yeah, he was.
000322|I want to do for the future but I'll post and put happy birthday if your story is coming late.|I want to do for the future but I'll post and put happy birthday if your story is coming late.
000324|that is after the ears.|that is after the ears.
000325|The way you're not stick out, they'll call you.|The way you're not stick out, they'll call you.
000326|Sometimes what happens to me now? I was always looking okay before because I've cut my hair. Yes, it could be.|Sometimes what happens to me now? I was always looking okay before because I've cut my hair. Yes, it could be.
000327|I'm so, so, so, so, so, so sorry. This is my fault. Exactly.|I'm so, so, so, so, so, so sorry. This is my fault. Exactly.
000328|Good video, Isaac.|Good video, Isaac.
000329|My lips are so dry Put the lip balm on I need a bathroom|My lips are so dry Put the lip balm on I need a bathroom
000330|My jello friends, baby!|My jello friends, baby!
000332|Kimbalina, how? Nope. Something to nick him.|Kimbalina, how? Nope. Something to nick him.
000333|How are you and Kim? Still fighting because of you? Are you foolish?|How are you and Kim? Still fighting because of you? Are you foolish?
000334|So you're going to pray for him? Yes, I'm going to pray for him|So you're going to pray for him? Yes, I'm going to pray for him
000335|He just, he just disappointed me with that thing he says, no.|He just, he just disappointed me with that thing he says, no.
000336|How are you guys? How? She's not coming to work today. I don't know where she is.|How are you guys? How? She's not coming to work today. I don't know where she is.
000337|I think it's because of both of them yesterday. Because she pinched it, she cancelled it.|I think it's because of both of them yesterday. Because she pinched it, she cancelled it.
000338|I asked her if she can, she said she wanted to sleep and I said yes.|I asked her if she can, she said she wanted to sleep and I said yes.
000339|We don't want to come to work because we don't want to see a crush. Your father has been wearing it again.|We don't want to come to work because we don't want to see a crush. Your father has been wearing it again.
000340|I don't know if the finger is getting pain right now.|I don't know if the finger is getting pain right now.
000342|Because as soon as she reacted, I'm blocking you now, you fool.|Because as soon as she reacted, I'm blocking you now, you fool.
